,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link,arktisk byggeri og infrastruktur (dip),byggeri og infrastruktur (dip),bygningsdesign (dip),eksport og teknologi (dip),elektrisk energiteknologi (dip),elektroteknologi (dip),fiskeriteknologi (dip),fødevaresikkerhed og -kvalitet (dip),it-elektronik (dip),it og økonomi (dip),kemi- og bioteknik (dip),kemiteknik og international business (dip),maskinteknik (dip),"mobilitet, transport og logistik (dip)",proces og innovation (dip),produktion (dip),softwareteknologi (dip),sundhedsteknologi (dip),byggeteknologi (bac),bygningsdesign (bac),bæredygtigt energidesign (bac),cyberteknologi (bac),data science og management (bac),design og innovation (bac),elektroteknologi (bac),fysik og nanoteknologi (bac),fødevarer og ernæring (uddannelsessamarbejde) (bac),general engineering (bac),geofysik og rumteknologi (bac),kemi og teknologi (bac),kunstig intelligens og data (bac),life science og teknologi (bac),matematik og teknologi (bac),medicin og teknologi (bac),miljøteknologi (bac),produktion og konstruktion (bac),softwareteknologi (bac),akvatisk videnskab og teknologi (kan),anvendt kemi (kan),autonome systemer (kan),avancerede materialer og sundhedsteknologi (kan),bioinformatik og systembiologi (kan),bioteknologi (kan),business analytics (kan),byggeteknologi (kan),bygningsdesign (kan),bæredygtig energi (kan),design og innovation (kan),elektroteknologi (kan),farmateknologi (kan),fødevareteknologi (kan),fotonik (kan),fysik og nanoteknologi (kan),geofysik og rumteknologi (kan),industriel økonomi og teknologiledelse (kan),informationsteknologi (kan),kemisk og biokemisk teknologi (kan),kommunikationsteknologier og systemdesign (kan),konstruktion og mekanik (kan),kvantitativ biologi og sygdomsmodellering (kan),lyd og akustisk teknologi (kan),marin ingeniørvidenskab (kan),matematisk modellering og computing (kan),materiale- og procesteknologi (kan),medicin og teknologi (kan),menneskeorienteret kunstig intelligens (kan),miljøteknologi (kan),olie- og gasteknologi (kan),teknologisk entreprenørskab (kan),transport og logistik (kan),vindenergi (kan)
40,02122,Software Technology Project,Fagprojekt - Bachelor i Softwareteknologi,10,Bachelor,Campus Lyngby,"02121,02161,02105",Nina Gierasimczuk,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,projekter og almene fag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,02128,Software Project,Softwareprojekt,5,Bachelor,Campus Lyngby,"02121,02161,02101,02105",Hans Henrik Løvengreen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,02132,Computer Systems,Computersystemer,10,Bachelor,Campus Lyngby,"02102,02101",Jan Madsen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,02135,Introduction to Cyber Systems,Introduktion til Cyber Systemer,5,Bachelor,Campus Lyngby,,Jan Madsen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02135,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,02138,Digital Electronics 1,Digital elektronik 1,5,Bachelor,Campus Lyngby,,Flemming Stassen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02138,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,02139,Digital Electronics 2,Digital Elektronik 2,5,Bachelor,Campus Lyngby,02138,Martin Schöberl,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02139,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,02141,Computer Science Modelling,Datalogisk modellering,10,Bachelor,Campus Lyngby,02157,Alberto Lluch Lafuente,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02141,,,,,,,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,teknologisk linjefag,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,02148,Introduction to Coordination in DistributedApplications,Introduktion til koordinering af fordelteapplikationer,5,Bachelor,Campus Lyngby,"02105,02102,02101,02161",Alberto Lluch Lafuente,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02148,,,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,02155,Computer Architecture and Engineering,Computerarkitektur,5,Bachelor,Campus Lyngby,"02131,02102,02139,02132",Alberto Nannarelli,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02155,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,02156,Logical Systems and Logic Programming,Logiske Systemer og Logikprogrammering,5,Bachelor,Campus Lyngby,"01019,02101,02102,02105,01017",Jørgen Villadsen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02156,,,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,02157,Functional Programming,Funktionsprogrammering,5,Bachelor,Campus Lyngby,"02631,01019,02102,02101",Michael Reichhardt Hansen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02157,,,,,,,,,,tilvalgskurser,,,,,,,tilvalgskurser,,,,,,,,,,,teknologisk linjefag,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,02158,Concurrent Programming,Parallelprogrammering,5,Bachelor,Campus Lyngby,"02101,02131,02132,02102,02105,02135,01017,02141",Hans Henrik Løvengreen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02158,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,02159,Operating Systems,Operativsystemer,5,Bachelor,Campus Lyngby,"02132,02102,02101,02105",Xenofon Fafoutis,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,02160,Agile Object-oriented Software Development,Agil objektorienteret softwareudvikling,10,Bachelor,Campus Lyngby,02631,Andrea Burattin,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02160,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,02161,Software Engineering 1,Software Engineering 1,5,Bachelor,Campus Lyngby,02101,Hubert Baumeister,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02161,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,02162,Software Engineering 2,Software Engineering 2,10,Kandidat,Campus Lyngby,"02161,02105",Ekkart Kindler,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02162,,,,,,,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,02170,Database Systems,Databasesystemer,5,"Bachelor, Kandidat",Campus Lyngby,"01017,01917,02110,02105",Anne Elisabeth Haxthausen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02170,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,02180,Introduction to Artificial Intelligence,Introduktion til kunstig intelligens,5,Kandidat,Campus Lyngby,"01019,02101,02102,02105,02312,01017",Nina Gierasimczuk,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02180,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,02182,Symbolic Artificial Intelligence,Symbolsk kunstig intelligens,5,Bachelor,Campus Lyngby,"02450,02465,02105,01017,02464",Thomas Bolander,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,02191,Computer Security Forensics,Computersikkerhedsundersøgelser,5,Kandidat,Campus Lyngby,"02239,02233",Weizhi Meng,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,02192,Computer Security Incident Response,Computersikkerhedshændelseshåndtering,5,Kandidat,Campus Lyngby,"02239,02233",Weizhi Meng,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02192,,,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,02193,Ethical Hacking,Etisk hacking,5,Kandidat,Campus Lyngby,"02239,02233",Christian D. Jensen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02193,,,,,,,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,02203,Design of Digital Systems,Design af digitale systemer,5,Kandidat,Campus Lyngby,"02131,02102,02139,02132",Jens Sparsø,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02203,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,teknologisk specialisering,,teknologisk specialisering,,,,,,,,,,,,,
63,02204,Design of Asynchronous Circuits,Design af asynkrone kredsløb,5,Kandidat,Campus Lyngby,"02203,02139",Jens Sparsø,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02204,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
64,02205,VLSI Design,VLSI Design,5,Kandidat,Campus Lyngby,"02138,02139",Alberto Nannarelli,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02205,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
65,02209,Test of Digital Systems,Test af digitale systemer,5,Kandidat,Campus Lyngby,"02203,02205,02138,02155",Flemming Stassen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02209,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
66,02211,Advanced Computer Architecture,Videregående computerarkitektur,5,Kandidat,Campus Lyngby,02155,Martin Schöberl,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02211,,,,,,,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
67,02217,Design of Arithmetic Processors,Design af aritmetiske processorer,5,Kandidat,Campus Lyngby,,Alberto Nannarelli,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02217,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
68,02221,Foundations of Distributed Systems,Grundlæggende distribuerede systemer,5,Kandidat,Campus Lyngby,02158,Nicola Dragoni,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02221,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
69,02223,Model-Based Systems Engineering,Modelbaseret Systems Engineering,7.5,Kandidat,Campus Lyngby,"02132,02151,02161",Jan Madsen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02223,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
70,02224,Modelling and Analysis of Real-Time Systems,Modellering og analyse af tidstro systemer,5,Kandidat,Campus Lyngby,02158,Hans Henrik Løvengreen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
71,02229,Systems Optimization,Systemoptimering,7.5,Kandidat,Campus Lyngby,"02105,02160,02101,02161",Paul Pop,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
72,02232,Applied Cryptography,Anvendt Kryptografi,5,Kandidat,Campus Lyngby,"02239,01410",Christian Majenz,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,teknologisk specialisering,,,,,,,,
73,02233,Network Security,Netværkssikkerhed,5,Kandidat,Campus Lyngby,02239,Emmanouil Vasilomanolakis,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02233,,,,,,,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,teknologisk specialisering,,,,,,,,,,,,,
74,02234,Current Topics in System Security,Aktuelle emner i systemsikkerhed,5,Kandidat,Campus Lyngby,"02232,02233",Nicola Dragoni,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
75,02238,Biometric Systems,Biometriske systemer,5,Kandidat,Campus Lyngby,"02239,02502",Christian D. Jensen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
76,02239,Data Security,Datasikkerhed,7.5,Kandidat,Campus Lyngby,"02159,02101,02161",Christian D. Jensen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02239,,,,,,,,,tilvalgskurser,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
77,02242,Program Analysis,Programanalyse,7.5,Kandidat,Campus Lyngby,02141,Flemming Nielson,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
78,02244,Logic for Security,Logik for sikkerhed,7.5,Kandidat,Campus Lyngby,Unknown,Sebastian Alexander Mödersheim,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
79,02245,Program Verification,Programverifikation,7.5,Kandidat,Campus Lyngby,"02156,02141",Christoph Matheja,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
80,02246,Model Checking,Model tjek,7.5,Kandidat,Campus Lyngby,02141,Alberto Lluch Lafuente,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,teknologisk specialisering,,,,,,,,
81,02247,Compiler Construction,Oversætterkonstruktion,5,Kandidat,Campus Lyngby,02141,Alceste Scalas,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02247,,,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
82,02249,Computationally Hard Problems,Beregningsmæssigt hårde problemer,7.5,Kandidat,Campus Lyngby,"02402,02110,02405,02141",Carsten Witt,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,teknologisk specialisering,,,,,,,,
83,02255,Modern Cryptology,Moderne kryptologi,5,Kandidat,Campus Lyngby,"02102,01410,02101,02105",Jens Tyge Tiessen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,teknologisk specialisering,,,,,,,,
84,02256,Automated Reasoning,Automatiseret Ræsonnering,5,Kandidat,Campus Lyngby,"02156,02157,02180",Jørgen Villadsen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
85,02257,Applied Functional Programming,Anvendt Funktionsprogrammering,5,Kandidat,Campus Lyngby,"01019,02157,02141",Michael Reichhardt Hansen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
86,02258,Parallel Computer Systems,Parallelle computersystemer,5,Kandidat,Campus Lyngby,"02132,02159,02158",Sven Erik Karlsson,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
87,02263,Formal Aspects of Software Engineering,Formelle aspekter af software engineering,5,Kandidat,Campus Lyngby,"01019,02157,02141,02156,01017,01904,02158,02161",Anne Elisabeth Haxthausen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
88,02266,User Experience Engineering,User Experience Engineering,5,Kandidat,Campus Lyngby,"02291,02809,02161",Per Bækgaard,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02266,,,,,,,,,,tilvalgskurser,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,generel retningskompetence,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
89,02267,Software Development of Web Services,Software-udvikling af Webtjenester,5,Kandidat,Campus Lyngby,"02324,62514,02101,02160,02102,02312,02362,02121",Hubert Baumeister,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02267,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
90,02268,Process-oriented and Event-driven Software Systems,Procesorienterede og event-drevne softwaresystemer,5,Kandidat,Campus Lyngby,"02105,02160,02101,02161",Andrea Burattin,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
91,02269,Process Mining,Process Mining,5,Kandidat,Campus Lyngby,"02158,02141,02105",Andrea Burattin,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
92,02282,Algorithms for Massive Data Sets,Algoritmer for store datamængder,7.5,Kandidat,Campus Lyngby,"02326,02110,02105",Inge Li Gørtz,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02282,,,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
93,02285,Artificial Intelligence and Multi-Agent Systems,Kunstig intelligens og multiagent-systemer,7.5,Kandidat,Campus Lyngby,"02101,02105,02156,01017,02180",Thomas Bolander,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,teknologisk specialisering,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
94,02287,Logical Theories for Uncertainty and Learning,Logiske teorier for usikkerhed og læring,5,Kandidat,Campus Lyngby,"02156,01017,02180",Nina Gierasimczuk,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
95,02289,Algorithmic Techniques for Modern Data Models,Algoritmiske teknikker for moderne datamodeller,5,Kandidat,Campus Lyngby,"02326,02110,02105",Inge Li Gørtz,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02289,,,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
96,02291,System Integration,System integration,5,Kandidat,Campus Lyngby,"02102,02160,02101,02312",Hubert Baumeister,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02291,,,,,,,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,
97,02312,Introductory Programming,Indledende programmering,10,Diplomingeniør,Campus Lyngby,"62532,62531",Anne Elisabeth Haxthausen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02312,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,02314,Introductory Programming,Indledende programmering,5,Diplomingeniør,Campus Lyngby,"62532,62531",Anne Elisabeth Haxthausen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02314,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,02318,Elementary Programming for Diplom-E,Indledende programmering for diplom-E,5,Diplomingeniør,Campus Ballerup,,Ekkart Kindler,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02318,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,02320,Digital Systems,Digitale systemer,10,Diplomingeniør,Campus Lyngby,"62505,01904",Flemming Stassen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02320,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,02321,Hardware/Software Programming,Hardware/Software Programmering,10,Diplomingeniør,Campus Lyngby,"62557,02320,62505,62507",Edward Alexandru Todirica,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02321,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,02322,Machine oriented programming,Maskinnær programmering,5,Diplomingeniør,Campus Lyngby,02312,Edward Alexandru Todirica,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02322,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,02323,Introduction to Statistics,Introduktion til statistik,5,Diplomingeniør,Campus Lyngby,"01005,01901",Peder Bacher,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02323,,,tilvalgskurser,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,02324,Advanced Programming,Videregående programmering,10,Diplomingeniør,Campus Lyngby,"02327,62532,02312,02314,62531",Ekkart Kindler,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02324,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,02326,Algorithms and Data Structures,Algoritmer og datastrukturer,5,Diplomingeniør,Campus Lyngby,"62506,02312,02314,01904,62507",Eva Rotenberg,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02326,,,obligatorisk kursus,,,tilvalgskurser,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,02327,Introductory Databases and Database Programming,Indledende databaser og database programmering,5,Diplomingeniør,Campus Lyngby,"02314,02326,01904,02312",Anne Elisabeth Haxthausen,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02327,,,obligatorisk kursus,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,02332,Compiler Construction,Compilerteknik,5,Diplomingeniør,Campus Lyngby,"02324,62514,02326,02312",Sebastian Alexander Mödersheim,01 Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02332,,,obligatorisk kursus,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
